project_id,project_name,methodology,region,voluntary_registry,project_type_from_the_registry,project_developer,arb_wa_project,project_type
GS11080,GS5047 VPA98 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project VIII,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11082,GS5047 VPA100 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project X,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency
GS11083,GS1247 VPA 287 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11084,GS1247 VPA 288 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11085,GS1247 VPA 289 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11086,GS1247 VPA 290 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11087,GS1247 VPA 291 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11088,GS1247 VPA 292 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11090,GS1247 VPA 294 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11091,GS1247 VPA 295 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11092,GS1247 VPA 296 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11093,GS1247 VPA 297 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11094,GS1247 VPA 298 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11096,GS1247 VPA 300 - Burkina Faso Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water
GS11098,GS 10959 VPA01 Safe Water Project in Rwanda I,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Guangzhou Iceberg Environmental Consulting Services Co. Ltd,No,Clean Water
GS11131,Conversion of intensive agricultural systems to dynamic agroforestry systems for sustainable cocoa production in Ecuador,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration,Latin America and the Caribbean,GS,A/R,South Pole Carbon Asset Management Ltd.,No,Afforestation/Reforestation
GS11133,GS10959 VPA02 Safe Water Project in Rwanda II,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Guangzhou Iceberg Environmental Consulting Services Co. Ltd,No,Clean Water
GS11134,GS10959 VPA03 Safe Water Project in Rwanda III,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Guangzhou Iceberg Environmental Consulting Services Co. Ltd,No,Clean Water
GS11135,GS10959 VPA04 Safe Water Project in Rwanda IV,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Guangzhou Iceberg Environmental Consulting Services Co. Ltd,No,Clean Water
GS11136,GS10959 VPA05 Safe Water Project in Rwanda V,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Guangzhou Iceberg Environmental Consulting Services Co. Ltd,No,Clean Water
GS11138,National Biodigester Programme Phase IV,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,South-Eastern Asia,GS,Biogas - Heat,MAFF/National Biodigester Programme,No,Biodigesters
GS11139,Access to Improved Cooking Solutions Programme,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Southern Asia,GS,Energy Efficiency - Domestic,ClimateCare Limited,No,Cookstoves
GS11140,Improved biomass cookstoves for returnees in Burundi,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,AERA Group,No,Cookstoves
GS11141,Cankiri Landfill Gas to Energy Project,AMS-I.D. Grid connected renewable electricity generation,Western Asia,GS,Biogas - Electricity,Cagla Balci Eris,No,Landfill Methane
GS11142,Installation of High Efficiency Firewood Cookstoves in Sub-Saharan Africa,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,C-Quest Capital Stoves Asia Ltd,No,Cookstoves
GS11143,GS11143: VPA 1- Installation of High Efficiency Firewood Cookstoves in Zambia,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,C-Quest Capital Stoves Asia Ltd,No,Cookstoves
GS11144,Afyon Landfill Gas to Energy Project,ACM0001 Flaring or use of landfill gas,Western Asia,GS,Biogas - Electricity,Cagla Balci Eris,No,Landfill Methane
GS11146,Energy Efficient Stoves Program,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,World Vision Australia,No,Cookstoves
GS11148,Energy Efficient Stoves Program - CPA 2,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,World Vision Australia,No,Cookstoves
GS11149,Energy Efficient Stoves Program - CPA 3,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,World Vision Australia,No,Cookstoves
GS11151,GS10959 VPA08 Safe Water Project in Bangladesh II,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Southern Asia,GS,Energy Efficiency - Domestic,Guangzhou Iceberg Environmental Consulting Services Co. Ltd,No,Clean Water
GS11152,GS10959 VPA09 Safe Water Project in Bangladesh III,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Southern Asia,GS,Energy Efficiency - Domestic,Guangzhou Iceberg Environmental Consulting Services Co. Ltd,No,Clean Water
GS11153,GS10959 VPA10 Safe Water Project in Bangladesh IV,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Southern Asia,GS,Energy Efficiency - Domestic,Guangzhou Iceberg Environmental Consulting Services Co. Ltd,No,Clean Water
GS11155,GS5658 VPA 38: Fuel-efficient cookstoves for the resilience of rural communities in Burundi,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Carbonsink (Carbonsink Group S.r.l.),No,Cookstoves
GS11156,GS5658 VPA 39: Fuel-efficient cookstoves for the resilience of rural communities in Burundi,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Carbonsink (Carbonsink Group S.r.l.),No,Cookstoves
GS11157,GS5658 VPA 40: Fuel-efficient cookstoves for the resilience of rural communities in Burundi,GS Simplified Methodology for Clean and Efficient Cookstoves,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Carbonsink (Carbonsink Group S.r.l.),No,Cookstoves
GS11163,PoA for the dissemination of clean cooking technologies in households and communities,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,Latin America and the Caribbean,GS,Energy Efficiency - Domestic,atmosfair gGmbH,No,Cookstoves
GS11170,Loi Hai 2 Wind Farm Project – 28.8 MW,ACM0002 Grid-connected electricity generation from renewable sources,South-Eastern Asia,GS,Wind,EKI Energy Services Limited,No,Wind
GS11171,Phu Lac 2 Wind Farm - Phase 2 – 25.2 MW,ACM0002 Grid-connected electricity generation from renewable sources,South-Eastern Asia,GS,Wind,EKI Energy Services Limited,No,Wind
GS11173,Decentralized Clean Cooking for Smallholder Farmers in Mexico,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Latin America and the Caribbean,GS,Biogas - Heat,Buen Manejo del Campo S.A de C.V,No,Biodigesters
GS11174,GS1247 VPA 301 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11175,GS1247 VPA 302 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11176,GS1247 VPA 303 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11178,GS1247 VPA 305 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11179,GS1247 VPA 306 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11181,GS1247 VPA 308 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11182,GS1247 VPA 309 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11183,GS1247 VPA 310 - Togo Safe Water,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes
GS11186,Afstor Solar Cooker,AMS-I.K. Solar cookers for households,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,AFSTOR OY,No,Cookstoves
GS11187,West Guji Improved Cook Stove Distribution project,GS Methodology for Improved Cookstoves and Kitchen Regimes,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Oromia Coffee Farmers Cooperative Union,No,Cookstoves
GS11188,GS7591 VPA 45 Murang'a Improved Cookstove Project,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,CO2balance UK ltd,No,Cookstoves
GS11189,Improved Cookstove and Safe Water Programme,GS Methodology for emission reductions from safe drinking water supply,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Impact Carbon,No,Bundled Energy Efficiency
GS11191,BioLite Improved Cook stoves Programme,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Southern Asia,GS,Energy Efficiency - Domestic,Biolite Inc,No,Cookstoves
GS11193,CPA 008 – Charcoal Stoves in Kenya,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,GS,Energy Efficiency - Domestic,Erik Wurster,No,Cookstoves
