project_id,project_name,methodologyorprotocol,fully_harmonized_methodologyorprotocol,region,voluntary_registry,type_from_registry,project_developer,arborwa_project,type,rule-based_type_mapping_first
GS7496,Believe Green Safe Drinking Water – Spring Health-2,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Believe Green LLC,No,Clean Water, 
CAR1367,Hudson Tech 2019-5,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Hudson Technologies Company,Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
GS1020,Production and dissemination of Ceramic Water Purifiers by Hydrologic in the Kingdom of Cambodia,GS Methodology for Improved Cook stoves and Kitchen Regimes,GS Methodology for Improved Cookstoves and Kitchen Regimes, ,GOLD,Energy Efficiency - Domestic,Hydrologic Social Enterprise Company Ltd,No,Clean Water, 
VCS1819,"19.2 MWp Solar Power Project by HZL at Debari and Dariba, Rajasthan",ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Hindustan Zinc Limited,No,Solar - Centralized, 
ACR949,FF HFC 23-01,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","ACR Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants", ,ACR,Industrial Process Emissions,"Fluorofusion Specialty Chemicals, Inc.",No,HFC Refrigerant Reclamation,HFC Refrigerant Reclamation
VCS615,8.5 MW Bundled wind power project in India,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Gensol Consultants Pvt. Ltd.,No,Wind,Wind
GS7593,GS7591 VPA 8 Northern Uganda Safe Water Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water, 
VCS1259,"Chacayes Hydroelectric Project, Chile",ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Latin America,VCS,Energy industries (renewable/non-renewable sources),Pacific Hydro Chacayes S.A.,No,Hydropower,Hydropower
VCS2055,Shaoguan City Shaoneng Biomass Power Generation Project,ACM0018,ACM0018 Electricity generation from biomass in power-only plants,Asia,VCS,Energy industries (renewable/non-renewable sources),"Guangdong Shaoneng Group Co.,Ltd.",No,Biomass,Biomass
GS4615,Solar Water Heater Program in India CPA-4,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity, ,GOLD,Solar Thermal - Heat,Nuetech Solar Systems Private Limited,No,Solar Water Heaters,Solar Water Heaters
VCS3642,Shanghe Geothermal Space Heating Project,AM0072,AM0072 Fossil fuel displacement by geothermal resources for space heating,Asia,VCS,Energy industries (renewable/non-renewable sources),"SINOPEC GREEN ENERGY GEOTHERMAL SHANDONG DEVELOPMENT CO., LTD SHANGHE BRANCH",No,Geothermal,Geothermal
GS10737,GS1247 VPA 258 Northern Ethiopia Community Protected Springs,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water, 
VCS1437,"Alaçati Wind Power Project, Turkey",ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,VCS,Energy industries (renewable/non-renewable sources),Egenda Ege Enerji Uretim A.S,No,Wind,Wind
VCS3993,CARBON GROUP PROGRAM FOR SUSTAINABLE LOW CARBON CROP AND GRASSLAND MANAGEMENT IN ARGENTINA,VM0042,VM0042 Methodology for Improved Agricultural Land Management,Latin America,VCS,Agriculture Forestry and Other Land Use,Carbon Group Agro-Climatic Solutions LLC,No,Sustainable Agriculture, 
GS1021,Improved Woodstoves in Udaipur - Helping Women and Environment,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Udaipur Urja Initiatives,No,Cookstoves, 
GS7750,96.8 MW Wind Power Project in Amreli Gujarat,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Kosher Climate India Pvt Ltd,No,Wind,Wind
GS12494,Distribution of Improved Cookstoves by Alphabet Greens,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Yash Choudhary,No,Cookstoves, 
VCS3535,Core Carbon Sahaja Vyavasayam in Andhra Pradesh,VM0017,VM0017 Adoption of Sustainable Agricultural Land Management,Asia,VCS,Agriculture Forestry and Other Land Use,Core CarbonX Solutions Pvt. Ltd.,No,Sustainable Agriculture,Sustainable Agriculture
VCS3327,Installation of high efficiency wood burning cookstoves in Indonesia 1,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,C-Quest Capital Stoves Asia Limited,No,Cookstoves, 
GS634,AY-YILDIZ 15 MW WPP,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,AKENERJI ELEKTRIK URETIM AS,No,Wind,Wind
ACR153,"Truck Stop Electrification, Oregon",Emissions Reductions though Anti-Idling Technologies,Emissions Reductions though Anti-Idling Technologies, ,ACR,Transport / Fleet Efficiency,IdleAir,No,Truck Stop Electrification,Truck Stop Electrification
VCS1925,ME-SE Solar Power Project,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),ME-SE Enerji A.S.,No,Solar - Centralized, 
VCS3286,Grouped Water Purification Project in India,AMS-III.AV.,AMS-III.AV. Low greenhouse gas emitting safe drinking water production systems,Asia,VCS,Energy demand,Multiple Proponents,No,Clean Water,Clean Water
ACR641,Advanced Refrigeration CAL - ARS 005B,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems, ,ACR,Industrial Process Emissions,"True Manufacturing Co., Inc.",No,Advanced Refrigerants,Advanced Refrigerants
GS5337,GS1247 VPA 97 Improved Kitchen Regimes Multi-Country PoA - Dowa & Kasungu Boreholes Malawi,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
ACR977,Spray Foam Omega 2023C,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,ACR Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use, ,ACR,Industrial Process Emissions,"1st Climate Solutions DBA Brian R. Anderson, Inc.",No,HFC Replacement in Foam Production,HFC Replacement in Foam Production
VCS1029,San Pedro Hydropower Plant,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Latin America,VCS,Energy industries (renewable/non-renewable sources),Colbun S.A.,No,Hydropower,Hydropower
VCS1285,New Leaf Carbon Project,VM0010,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Oceania,VCS,Agriculture Forestry and Other Land Use,Tasmanian Land Conservancy,No,Improved Forest Management,Improved Forest Management
CAR1232,Yippee Farms,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems, ,CAR,Livestock - ARB Compliance,"Native, a Public Benefit Corporation",Compliance,Manure Methane Digester,Manure Methane Digester
GS2772,Avoidance of Methane Emissions at Organic Compost Soil Amendment Facility,ACM0010,"ACM0010 GHG emission reductions from manure management systems
", ,GOLD,Other,GEC Organics,No,Composting, 
VCS3415,WENCUN AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
GS12047,Ecoparque Candeias Landfill Gas Project,ACM0001,ACM0001 Flaring or use of landfill gas, ,GOLD,Other,ORIZON VALORIZACAO DE RESIDUOS S.A,No,Landfill Methane,Landfill Methane
VCS4103,Water Purification System for Safe Drinking Water (SDW) in Indonesia,AMS-III.AV.,AMS-III.AV. Low greenhouse gas emitting safe drinking water production systems,Asia,VCS,Energy demand,Synopex Inc.,No,Clean Water,Clean Water
VCS3629,CRHC Agricultural Hemp Rotation - Alberta - Project 1,VM0042,VM0042 Methodology for Improved Agricultural Land Management,North America,VCS,Agriculture Forestry and Other Land Use,Canadian Rockies Hemp Corporation,No,Sustainable Agriculture, 
GS3015,Za Hung Hydropower Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,"Small, Low - Impact Hydro",Vietnam Carbon Assets Ltd.,No,Hydropower,Hydropower
VCS3048,Keyue Adjusted Water Management in Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Hangzhou Chunmeng Agricultural Technology Co., Ltd",No,Rice Emission Reductions,Rice Emission Reductions
VCS203,"Blumenthal 7, Utilisation of Coal-Mine-Methane", , , ,VCS,"Fugitive emissions from fuels (solid, oil and gas)",Carbon-TF B.V.,No,Mine Methane Capture, 
VCS776,Weatherization of Low-Income Dwellings in Maine,VM0008,VM0008 Weatherization of Single-Family and Multi-Family Buildings,North America,VCS,Energy demand,Maine Housing,No,Weatherization,Weatherization
VCS3093,INDIA CARBON PROGRAM:AWD/DSR,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,Nurture Agtech Private Limited,No,Rice Emission Reductions,Rice Emission Reductions
VCS3715,TAIHE COUNTY BIOGAS POWER GENERATION AND ORGANIC FERTILIZER PROJECT,AM0073,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Anhui United Venture Capital Renewable Energy Technology Co.,Ltd.",No,Manure Methane Digester, 
VCS405,Banpong Tapioca Flour Industrial Wastewater Treatment and Biogas Utilisation Project,AMS-III.H.,AMS-III.H. Methane recovery in wastewater treatment,Asia,VCS,Waste handling and disposal,"Banpong Tapioca Flour Industrial Co., Ltd.",No,Methane Recovery in Wastewater,Methane Recovery in Wastewater
GS11049,GS1247 VPA 269 - Burkina Faso Safe Water,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water, 
CAR1780,"Captura de Carbono, Ejido Emiliano Zapata en Sayula, Jalisco",CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,MERCADO AMBIENTAL AP,No,Improved Forest Management,Improved Forest Management
VCS2877,Adjusted Water Management in Rice Cultivation In Huangpi District,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Wuhan Haimingsen Environmental Protection Technology Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
GS3364,The Breathing Space Improved Cooking Stoves Programme India - VPA No. 06 Envirofit,Not provided,Not provided, ,GOLD,Energy Efficiency - Domestic,Envirofit International Ltd.,No,Cookstoves, 
GS11878,GS11877 GS11876 Improved Cookstove Distribution Across Rural Parts of India- RVPA 01,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Value Network Venture Advisory Services Pte. Ltd.,No,Cookstoves,Cookstoves
GS11627,GS11623 VPA-1 CO2 Sequestration at a Concrete Recycler in Switzerland using the Neustark Technology,Not provided,Not provided, ,GOLD,Other,Neustark AG,No,Carbon-Absorbing Concrete, 
VCS1746,108 MW Fatanpur Wind Power Project in Madhya Pradesh,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Wind,Wind
GS11905,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 5,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Hestian Innovation,No,Cookstoves, 
VCS2354,Yichang Sunjiawan MSW landfill site LFG recovery to power project,ACM0001,ACM0001 Flaring or use of landfill gas,Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Yichang BCCY New Power Co., Ltd.",No,Landfill Methane,Landfill Methane
VCS1243,Xifeng and Xiuwen Rural Biogas Methane Project in Guizhou Province,AMS-I.C.;AMS-III.R.,AMS-I.C. Thermal energy production with or without electricity;AMS-III.R. Methane recovery in agricultural activities at household/small farm level,Asia,VCS,Energy industries (renewable/non-renewable sources),Guizhou Black Carbon Energy Tech Prom & App Co. Lt,No,Biodigesters, 
GS7677,Greenhouse Gas Emission Reductions Through Photovoltaic Technology - Dahanu Solar Power Pvt. Ltd.,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Solar Thermal - Electricity,Infinite Environmental Solutions Limited,No,Solar - Centralized,Solar - Centralized
GS3114,Nepal Biogas Support Program - CPA 3: 19959 digesters,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user, ,GOLD,Biogas - Heat,Alternative Energy Promotion Centre,No,Biodigesters, 
GS1372,KIYIKOY WPP,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Besiktepe Enerji A.S.,No,Wind,Wind
VCS4753,Fangcheng Improved Cropland Management Project,VM0042,VM0042 Methodology for Improved Agricultural Land Management,Asia,VCS,Agriculture Forestry and Other Land Use,Nanyang Soil and Fertilizer Station,No,Sustainable Agriculture, 
GS1134,Aksu Wind Farm Project Turkey,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Aksu Temiz Enerji Elekt. Uret. San. ve Tic. A. S.,No,Wind,Wind
VCS488,"82 MW Lau Renun Hydro Power Plant, North Sumatra",ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),PT. PLN (Persero),No,Hydropower,Hydropower
VCS1962,Daan Laifu Wind Farm Phase II Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Credits transferred from approved GHG program,No,Wind,Wind
VCS2088,Mangrove Restoration and Sustainable Development in Myanmar,AR-AM0014,AR-AM0014 Afforestation and reforestation of degraded mangrove habitats,Asia,VCS,Agriculture Forestry and Other Land Use,Worldview International Foundation,No,Wetland Restoration,Wetland Restoration
VCS893,Kale HES Hydro Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,VCS,Energy industries (renewable/non-renewable sources),Kale Enerji Üretim Ticaret Sanayi A.S.,No,Hydropower,Hydropower
VCS1028,San Clemente Hydroelectric Power Plant,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Latin America,VCS,Energy industries (renewable/non-renewable sources),Colbun S.A.,No,Hydropower,Hydropower
GS11149,Energy Efficient Stoves Program - CPA 3,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,World Vision Australia,No,Cookstoves, 
VCS1983,Guangdong Taishan Shangchuandao Island Phase II Wind Farm Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Credits transferred from approved GHG program,No,Wind,Wind
VCS880,Dak Pone Hydropower Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),PC3 - Investment Joint Stock Company,No,Hydropower,Hydropower
