project_id,project_name,voluntary_registry,voluntary_status,reduction_removal,project_type_from_the_registry,region,country,state,project_site_location,project_developer,arborwaproject,arb_project_type,version_string,arb_harmonized_methodology,car_harmonized_methodology,methodology_protocol,harmonized_methodology_protocol,fully_harmonized_methodology_protocol,rule_based_type_mapping_list,rule_based_type_mapping_first,vrod_v11_type
VCS3975,Improved cookstoves for refugees in Uganda,VCS,Under validation,,Energy demand,Africa,Uganda,,,,No,,,,,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,[],,Cookstoves
VCS3968,Zhejiang Jia’ao Biodiesel Production Project,VCS,Withdrawn,,Chemical industry; Transport,Asia,China,,,,No,,,,,ACM0017,ACM0017 Production of biodiesel for use as fuel,ACM0017 Production of biodiesel for use as fuel,"[(121, 'Fuel Switching')]",Fuel Switching,Fuel Switching
VCS3969,Hebei Handan Damingchang Biogas Recovery and Utilization Project,VCS,Registration requested,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Asia,China,,,,No,,,,,AMS-I.D.;AMS-III.D.,AMS-I.D. Grid connected renewable electricity generation;AMS-III.D. Methane recovery in animal manure management systems,AMS-I.D. Grid connected renewable electricity generation;AMS-III.D. Methane recovery in animal manure management systems,"[(13, 'Hydropower'), (189, 'Manure Methane Digester')]",Hydropower;Manure Methane Digester,Manure Methane Digester
VCS3970,Carbon In Flavor and Arome Forests (C-BOSAR),VCS,Registration requested,,Agriculture Forestry and Other Land Use,Latin America,Colombia,,,,No,,,,,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,AR-ACM0003 Afforestation and reforestation of lands except wetlands,"[(101, 'Afforestation/Reforestation')]",Afforestation/Reforestation,Afforestation/Reforestation
VCS3966,Karaman Landfill Gas to Electricity Project,VCS,Registration and verification approval requested,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Europe,Turkey,,,,No,,,,,ACM0001,ACM0001 Flaring or use of landfill gas,ACM0001 Flaring or use of landfill gas,"[(160, 'Landfill Methane')]",Landfill Methane,Landfill Methane
VCS3967,"VALLE LAGUNARE - VAL DOGA', CAPOSILE - VENICE CARBON CREDIT ASSESSMENT IN CONTROLLED LAGOON ENVIRONMENT",VCS,Under validation,,Agriculture Forestry and Other Land Use,Europe,Italy,,,,No,,,,,VM0033,VM0033 Methodology for Tidal Wetland and Seagrass Restoration,VM0033 Methodology for Tidal Wetland and Seagrass Restoration,"[(73, 'Wetland Restoration')]",Wetland Restoration,Wetland Restoration
VCS3961,Inner Mongolia Alihe-Jiwen Afforestation Project,VCS,Under validation,,Agriculture Forestry and Other Land Use,Asia,China,,,,No,,,,,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,AR-ACM0003 Afforestation and reforestation of lands except wetlands,"[(101, 'Afforestation/Reforestation')]",Afforestation/Reforestation,Afforestation/Reforestation
VCS3963,SMG - Nepal Cookstove Program in Terai Region of Himalayas,VCS,Registration requested,,Energy demand,Asia,Nepal,,,,No,,,,,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,[],,Cookstoves
VCS3959,Jiangsu Qidong Yongyin Recycled PET Project,VCS,Registered,,Waste handling and disposal,Asia,China,,,,No,,,,,AMS-III.AJ.,AMS-III.AJ. Recovery and recycling of materials from solid wastes,AMS-III.AJ. Recovery and recycling of materials from solid wastes,"[(170, 'Waste Recycling')]",Waste Recycling,Waste Recycling
VCS3960,Belize Maya Forest REDD+ Project,VCS,Registration requested,,Agriculture Forestry and Other Land Use,Latin America,Belize,,,,No,,,,,VM0007,VM0007 REDD+ Methodology Framework (REDD-MF),VM0007 REDD+ Methodology Framework (REDD-MF),[],,REDD+
VCS3958,Adjusted Water Management in Rice Cultivation in Zhijiang City,VCS,Inactive,,Agriculture Forestry and Other Land Use,Asia,China,,,,No,,,,,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,"[(178, 'Rice Emission Reductions')]",Rice Emission Reductions,Rice Emission Reductions
VCS3953,RUQI MOBILITY GUANGZHOU ELECTRIC VEHICLE IN PASSENGER TRANSPORTATION Phase 2 PROJECT,VCS,Registered,,Transport,Asia,China,,,,No,,,,,AMS-III.C.,AMS-III.C. Emission reductions by electric and hybrid vehicles,AMS-III.C. Emission reductions by electric and hybrid vehicles,[],,Electric Vehicles & Charging
VCS3954,SUSTAINABLE CHARCOAL AND IMPROVED COOKSTOVE INITIATIVE USING MICRO-GASIFIER IN INDIA,VCS,Registration and verification approval requested,,Chemical industry; Energy demand; Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,VMR0006;AMS-III.BG,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications;AMS-III.BG. Emission reduction through sustainable charcoal production and consumption,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications;AMS-III.BG. Emission reduction through sustainable charcoal production and consumption,[],,Cookstoves
VCS3955,Grouped Project for Philippines Water Purifier Program,VCS,Under validation,,Energy demand,Asia,Philippines,,,,No,,,,,AMS-III.AV.,AMS-III.AV. Low greenhouse gas emitting safe drinking water production systems,AMS-III.AV. Low greenhouse gas emitting safe drinking water production systems,"[(152, 'Clean Water')]",Clean Water,Clean Water
VCS3956,Grouped Project for Philippines Cookstove Program,VCS,Under validation,,Energy demand,Asia,Philippines,,,,No,,,,,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,[],,Cookstoves
VCS3950,Gansu Hui County Muge Swine Farm Manure Management System GHG Mitigation Project,VCS,Registered,,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",Asia,China,,,,No,,,,,ACM0010,"ACM0010 GHG emission reductions from manure management systems
","ACM0010 GHG emission reductions from manure management systems
",[],,Manure Methane Digester
VCS3951,Hunan Changde Muge Swine Farm Manure Management System GHG Mitigation Project,VCS,Registered,,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",Asia,China,,,,No,,,,,ACM0010,"ACM0010 GHG emission reductions from manure management systems
","ACM0010 GHG emission reductions from manure management systems
",[],,Manure Methane Digester
VCS3949,Waste Management Project-1 by GLOBAL CARBON SOLUTIONS,VCS,Registration and verification approval requested,,Transport; Waste handling and disposal,Asia,India,,,,No,,,,,AMS-III.D.;AMS-III.AO.;AMS-III.AQ,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.AO. Methane recovery through controlled anaerobic digestion;AMS-III.AQ. Introduction of Bio-CNG in transportation applications,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.AO. Methane recovery through controlled anaerobic digestion;AMS-III.AQ. Introduction of Bio-CNG in transportation applications,"[(189, 'Manure Methane Digester')]",Manure Methane Digester,Waste Diversion
VCS3947,Adjusted Water Management in Rice Cultivation in Cangxi County in Sichuan Province,VCS,Inactive,,Agriculture Forestry and Other Land Use,Asia,China,,,,No,,,,,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,"[(178, 'Rice Emission Reductions')]",Rice Emission Reductions,Rice Emission Reductions
VCS3948,Danjingshan Adjusted Water Management in Rice Cultivation,VCS,Inactive,,Agriculture Forestry and Other Land Use,Asia,China,,,,No,,,,,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,"[(178, 'Rice Emission Reductions')]",Rice Emission Reductions,Rice Emission Reductions
VCS3944,Jinmu AWMS GHG Mitigation Project in Liaoning Province,VCS,Registered,,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",Asia,China,,,,No,,,,,AMS-III.D.;AMS-III.F.,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,"[(189, 'Manure Methane Digester')]",Manure Methane Digester,Manure Methane Digester
VCS3945,Yangxiang AWMS GHG Mitigation Project In Anhui Province,VCS,Registration and verification approval requested,,Waste handling and disposal,Asia,China,,,,No,,,,,AMS-III.D.;AMS-III.F.,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,"[(189, 'Manure Methane Digester')]",Manure Methane Digester,Manure Methane Digester
VCS3942,Installation of high efficiency cookstoves in Uttar Pradesh and Madhya Pradesh  (India),VCS,Under validation,,Energy demand,Asia,India,,,,No,,,,,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,[],,Cookstoves
VCS3941,Installation of high efficiency wood burning cookstoves in South Africa,VCS,Registered,,Energy demand,Africa,South Africa,,,,No,,,,,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,[],,Cookstoves
VCS3938,Carbono Rural AR NEA,VCS,Under validation,,Agriculture Forestry and Other Land Use,Latin America,Argentina,,,,No,,,,,VM0042,VM0042 Methodology for Improved Agricultural Land Management,VM0042 Methodology for Improved Agricultural Land Management,[],,Sustainable Grassland Management
VCS3939,Distribution of LED Lamps for replacing ICLs in India,VCS,Under validation,,Energy demand,Asia,India,,,,No,,,,,AMS-II.C.,AMS-II.C. Demand-side energy efficiency activities for specific technologies,AMS-II.C. Demand-side energy efficiency activities for specific technologies,[],,Lighting
VCS3940,Lianzhou Landfill Gas Power Generation Project,VCS,Registered,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Asia,China,,,,No,,,,,ACM0001,ACM0001 Flaring or use of landfill gas,ACM0001 Flaring or use of landfill gas,"[(160, 'Landfill Methane')]",Landfill Methane,Landfill Methane
VCS3934,Tianpeng Adjusted Water Management in Rice Cultivation,VCS,Inactive,,Agriculture Forestry and Other Land Use,Asia,China,,,,No,,,,,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,"[(178, 'Rice Emission Reductions')]",Rice Emission Reductions,Rice Emission Reductions
VCS3935,Angovo Maharitra,VCS,Registration requested,,Energy demand,Africa,Madagascar,,,,No,,,,,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,[],,Cookstoves
VCS3936,Mila Rano - Safe water access for Madagascar,VCS,Registration requested,,Energy demand,Africa,Madagascar,,,,No,,,,,AMS-III.AV.,AMS-III.AV. Low greenhouse gas emitting safe drinking water production systems,AMS-III.AV. Low greenhouse gas emitting safe drinking water production systems,"[(152, 'Clean Water')]",Clean Water,Clean Water
VCS3937,"Improved Cook Stove Project 1, Nkhata Bay District, Malawi - CER Conversion",VCS,Units Transferred from Approved GHG Program,,Energy demand,Africa,Malawi,,,,No,,,,,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,[],,Cookstoves
VCS3926,Shuchuan Adjusted Water Management in Rice Cultivation,VCS,Inactive,,Agriculture Forestry and Other Land Use,Asia,China,,,,No,,,,,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,"[(178, 'Rice Emission Reductions')]",Rice Emission Reductions,Rice Emission Reductions
VCS3929,VICTOR GRAEFF LANDFILL GAS PROJECT,VCS,Under validation,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Latin America,Brazil,,,,No,,,,,ACM0001,ACM0001 Flaring or use of landfill gas,ACM0001 Flaring or use of landfill gas,"[(160, 'Landfill Methane')]",Landfill Methane,Landfill Methane
VCS3930,Fujian Wuyishan Adjusted Water Management in Rice Cultivation,VCS,Inactive,,Agriculture Forestry and Other Land Use,Asia,China,,,,No,,,,,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,"[(178, 'Rice Emission Reductions')]",Rice Emission Reductions,Rice Emission Reductions
VCS3918,PRODUCTION OF CONCRETE WITH CO2 CAPTURE AND CEMENT REDUCTION,VCS,Under validation,,Construction; Manufacturing industries,North America,United States,,,,No,,,,,VM0043,VM0043 Methodology for CO2 Utilization in Concrete Production,VM0043 Methodology for CO2 Utilization in Concrete Production,[],,Carbon Capture in Concrete
VCS3919,Henan Luoning Afforestation Project,VCS,Inactive,,Agriculture Forestry and Other Land Use,Asia,China,,,,No,,,,,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,AR-ACM0003 Afforestation and reforestation of lands except wetlands,"[(101, 'Afforestation/Reforestation')]",Afforestation/Reforestation,Afforestation/Reforestation
VCS3920,TOHMA Biomass Power Plant,VCS,Under validation,,Waste handling and disposal,Europe,Turkey,,,,No,,,,,AM0073,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,[],,Biomass
VCS3921,Fujian Wuping Improved Forest Management Project,VCS,Registration request denied,,Agriculture Forestry and Other Land Use,Asia,China,,,,No,,,,,VM0010,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,"[(83, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
VCS3922,Isorka: Electric Vehicle Charging in Iceland,VCS,Registered,,Energy industries (renewable/non-renewable sources); Transport,Europe,Iceland,,,,No,,,,,VM0038,VM0038 Methodology for Electric Vehicle Charging Systems,VM0038 Methodology for Electric Vehicle Charging Systems,"[(29, 'Electric Vehicles & Charging')]",Electric Vehicles & Charging,Electric Vehicles & Charging
VCS3923,Grouped Sustainable Agroforestry Project,VCS,Under validation,,Agriculture Forestry and Other Land Use,Asia,India,,,,No,,,,,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,AR-ACM0003 Afforestation and reforestation of lands except wetlands,"[(101, 'Afforestation/Reforestation')]",Afforestation/Reforestation,Afforestation/Reforestation
